sentiment,text
1,thank you @MariaMatakovich for being mah 70th follower 
0,Fonedoesnt wor wth twitter 
1,me n the famous01 are plug buddies  high five!!!!!
1,@jimmyfallon heheheee thanks for the laugh... hmmm pretty good that it took you less than a minute of staring to know it was a woman 
1,"@kissmybleep I know, I should soon. I have so much photos piled up that need posting. Haha. Your art's still as incredible as ever! "
0,@jes_cuh who you going with? I wanna go 
0,Heading to chinatown for eats after work...i deserve it after the asshole i dealed with today 
1,"@hrtofthematter I do...oh wait, you said ladies...hmmm...well, I can pretend to be one "
0,@janinesd no i'm poor. i am not an RN yet so i still have mobi!!! lol!!! 
1,Power's back on. Lets to this! 
1,@RyanDevine @W3ZTY Ryan you wouldn't have known Miley Cyrus liked brown eyes if it wasn't for me and connor yeah i'll send you when i do 
1,Another beautiful day  Looking forward to writing more of my CBBC breakdown this evening!
0,I feel like shit and i really dont want to be at work right now 
1,available to take on more freelance writing work...new web site on the way as well 
0,work today noooo 
1,Thanks @fredharrison 
1,What a game!! REDS WIN!!!!  
1,@andylee send details please...and a review post-dinner 
0,@veelka yeaaa it's too bad we're not high school studs anymore  i want it more for sure
0,I hate that I'm not tired at night anymore 
1,@EvilNanny I do hope you are exercising a modicum of decorum.... have seen the ladette to ladies &amp; not a pretty sight.... 
0,@drscottgberg I'm jealous! It's raining here 
0,@KicksandChicks aaaww! tht suck  not fair (temper tantrum)
0,@BradSabbath Yeah lots of things go crazy when that happens  Its hard to keep control of.
0,I miss Studying Math  Having just a little &quot;Formal&quot;-ity for the time being..
1,Making a Birthday Card 
0,Still waiting. I dont like when people are unreliable 
0,I'm so tired!!   waiting for my honey to come home so I can zzzzzz
1,@CaramelPearl finally  wat took u so long?
0,This weekend was just not long enough 
0,@ryansbankai thats what my mother tells me 
0,Mmm I've got the burps. Is this what acid reflux feels like? 
1,@TheBav I have zero dates. Wanna switch? 
1,@gfhomemaker - those look good! Thanks 
1,@jordanknight but HANDS DOWN... it'd be you!! if i had to pick a favorite!! so i guess im not the runner up! it's all good tho 
1,"New QOTD: 'what do we want?!-EQUAL RIGHTS!, When do we want it?!-NOW! ' "
0,Got the hair chopped off- I like the fact its more stylish....My hubby is pretty upset.  He got a haircut today as well...He hated his 
0,@sara_gunn sunshine?  where?  its freezing here 
1,check out Ben's new video at www.whipplewords.wordpress.com  We clearly have too much time on our hands this holiday weekend 
1,"That is a rather old fashioned, but nice polo "
0,@argeneau know that feeling im at my other job today  have a good day babe x
1,@MrsFiddlesticks Morning Julie. I'm already on the farm  full of noms 
0,there is  a dead deer in my backyard 
1,@minastackx thankyou 
0,Damn it! Turns out my bike is proper broken. Managed to shear the head of a bolt 
0,Sucking on lemon isn't good for your teeth cause of the acidity. I love lemons and limes 
0,@MCZoso4 I appear to have lost my Nirvana MTV Unplugged CD - Waagh 
0,I need some sort of proper filing/organisation method for my magazines so i can pull up tutorials that I know i've read easily 
1,bon fire was fun cant wait to do it again i just love bon fires   !
0,Takin the boyfriend to joels grad party 
1,"@linnetwoods Hi, Linnet! Thanks for the #followfriday love. Hope to catch up this weekend "
0,Is sad to learn of the Ga. Theatre. So many memories 
1,@sharlr It's been suggested a few times. 
0,Stuck on ideas for seminar 
1,"If Frank Kern is the 9th worst surfer in CA, I must be the 3rd worst kite flier in Iowa! "
1,and now i'm getting green day's album  thank youu nukiii Ã¢ÂÂ¥
1,@Hotspur_1882 Hey Tommy! Hope all good with you? What's the weather like? 
0,i need to find something to do. nothin to do at my house. all my friends r not at home. 
1,"&quot;Love is not a fight, but it's worth fighting for.&quot; Great service! lunch time with my family "
1,:: New single :: Piano Pimpin' - SuperDre :: in the player  http://tinyurl.com/l9aywb :: #minimal #techno #tech house
0,@USSWylie Welcome to my frickin life.  Not a damn piece of chocolate in sight.
1,@VelveteenMind I agree - shows they care enough to say &quot;hi&quot; personally  ....hi
1,And tomorrow I have to do Accounting Project and 3 more pages for our Damn English paper...yes Prof K damn paper haha  
0,Wanted to go to the beach today but it keeps raining 
0,ahh  internet's stuffing up!
0,@kevinchen4ever nah tonight was a boring night actually 
0,I'm unnaturally wiped out today.  Maybe it's because I never stopped moving yesterday? Ugggghhh I just slept for like three hours. X_X
0,heading to my genius bar appointment 
1,just climbed mt fujimi. 
1,@gabrielurianiii keep on sending her messages (don't spam hehe) she might send back one 
0,my tummy effin hurts. 
1,@rushiv I love that flavour. Also love Hazelnut and Chocolate Mousse Royale 
0,"@shawnified hi, am very excited about 3.0 also - was hoping for it at midnight in Belgium, but stil nothing now at 3 AM! "
0,Candy tails ... Adult Swim does it again ... Poor horsie  http://bit.ly/ABAVw
0,Current location - Marine Parade Central. Looking after the car after settling some errands. No HTC Touch HD  - $ http://twitpic.com/4h4et
0,home  but glad the drive is over
1,I have 3 peeps that didn't turn in this week's assign. I'm on the last of 18 that I have to grade. I may get to bed b4 midnite. Maybe... 
0,I want to marry Vince more than anything...I hate this country 
0,@axo_girl  what's going on??
0,"@jsegarrison Its good to talk to others in the same boat. Its all quite new to me, i've been finding the dramatic life change difficult! "
0,"Thanks for the suggestions, sadly there is no happy ending. State law requires it to be put to sleep. It was so cute &amp; loved peanutbutter "
1,urghhhh school today. pile of shite tbh. but look at the day  i recons feild (Y)
0,We have no eggs 
0,Had the best dream ever ! well actually the worst  jesse mccartney loved me but said it would ruin wot we had ! then i woke up. it sucked.
1,"Jays 6, BoSox 3.   What a way to end a 9 game skid...   keep it up BlueBirds "
1,i just joined twitter 
0,did not get a wink of sleep last night....I think Cilas has an ear infection 
1,watching jonas 
1,officially a JUNIOR 
1,Getting ready for a fantastic day where I get lots done. I'm speaking it into existence!  Have a great Tues all 
0,"arghh, i felt like being creative and i can't find my sketch book. laaame... i tried writing a story and couldn't get past the first line "
1,has just got out the shower 
1,@DaveAndDaves i asked &quot;do you think polar bears are cute?&quot; haha!!!!!!!please anwser that in your video 
0,"well, i'm going to sleep. i'm fucking tired. bye bye "
1,@t00muchcaffeine Mahalo .....love dusk and dawn 
1,@maverick4880  all good.
1,Packing some gifts for my cute little niece 
1,@ThatHayleeyKid  Hey Hey Its' the Hayley 
0,@ChelseaG83 oh no! that's horrible  is it popped back into place?
0,In too much pain to drive  Avery and i said were gonna be crippled my the time were 16. Thats what volleyball does to you.
1,@smartyshortie Hey!  Vote for @TomFelton! He's currently in 3rdplace! http://bit.ly/votetom spread the word! Vote as many times as you can
1,"@TiffanySaucyPR Girl Habana was the same crowd, just not as tight quarters lol. We gotta break u in!  I'm SHOCKED it didn't get shut down."
1,"Hey Stacey, you are my one follower. "
1,"in Jamaica.... where phones dnt roam, they dnt even come on...... "
1,have a look at our new twitter design  &amp;' check this out *.* myspace.com/strify_town
1,well just done a paper  round in a storm :S then came home. very loud shaking thunder happened therefore th pc turned on automatically 
0,20th June and looking for a scarf to pop on 
1,"Hello all, hey it's another sunny day "
0,"Nancy Pelosi ramming an Energy Tax Bill H.R. 2454 that could increase all of our energy bills by over $1,500 a year  "
1,@IconShe yes I do love! I will love to send you some sneaks. Hahaha. I'll msg you when their ready to get out 
0,@shellyann4mac Why is that?     
1,@The_Wire Que lo disfrutes! *envidia* 
1,AMAZING WEATHER 
0,@NatalyC no im not going  my parents dont let me... i hate them! are u going?
0,Alan Tudyk and Gina Torres now join Adam Baldwin and Morena Baccarin at the @CreationEnt Serenity con in November. I wish I could go. 
0,Cancel trip to atlanta   we are heading towards albany  ily &lt;('-')&gt;
1,listening to @ddlovato music.. 
0,@HpnotiqMisha We're still waiting for sunshine in Boston 
1,"I ran the Race for Life this morning, which was lots of fun. I did my fastest 5k race yet, which was good considering the heat! "
1,san diego for cousin tony 
0,Ugh school.. Then work oh joy 
1,@amysav83 haha! Thats so cool..must 've been awesome..Bryan Adams is my all time favorite artist 
1,@Amuseconsulting No worries  Have you received any feedback on the presentations? I'm interested in reception to my slides/crib
1,"Heh. Looked at http://myhandle.com/ per @stephenfry and... as usual, it slams to a halt.  It's going to be a verb soon, like slashdotted."
1,Show 147 in pre-pre production ....... a bit behind 
1,Video: peeeelar: I LOVE THE SONG and itÃ¢ÂÂs an Ã¢ÂÂAwwwÃ¢ÂÂ¦Ã¢Â? moment.  http://tumblr.com/xec1yrkf6
1,"enjoying strawberries, thank you God "
0,"On that note, however, I believe I have earned some time reading.  I'd rather play Civ, but it is too late. "
0,I miss my baby Binkle Byrd...  u don't know what u got til it's gone I'll love that silly little parakeet forever..
0,"Voyager is on! Oh wait, it's Demon. "
0,@atrevore i thought she wasn't offered it yet because the screenplay isnt finished!? 
1,"welcome to medicine girl's, i will be your server today.,..and every day from now on "
0,GM my twiggas still feeling under the weather today is going to be a long day 
0,"@AbixMorgs I got bitten on my boob. That really sucks. I hate bites, i'm get tonnes of them when i go back to my rural surroundings too  x"
1,@selenarose182 @theonekimmy you gave me the night that I needed.  Thanks ladies   I looooooooove you!  OMFG I feel FANTASTIC.
1,#FollowFriday @RicXand @felipecarlini @LeandroCampos7 @Marcelo_Anselmo @dinhocarvalho @jkennis 
0,@insertsmiley NAYY...im not a kid 
0,"@dunlapa I feel bad I actually didn't get post-race pix of Nik, but she wasn't up to having her photo taken. "
1,@loris_sl me (as allways) but only from Stockholm. My office Nespresso machine is never resting  Saludo (if you could salute with cofee
1,"Got an antenna and it keeps going haywire during the show, its all good though - Making sugar/wheat free cake donuts tonight "
0,Oh good God crampsss... 
0, i cant get kristen srewart to add me lol she prob  thinks im a stalker lol
1,waiting on Taxi to airport. Next destination is New York City. Hilton Theatre auditions for Spiderman: The Musical. 
0,ugh didn't see up it was sold out   saw the hangover it was hilarious
0,i have no zoom or flash on my new phone...disappointed 
1,good morning!  Hope everyone enjoys their Sunday! 
0,kinda mad lakers and nugs didn't go to game 7. never got to do my birdman mohawk 
0,Builders down stairs so can't watch tv. I'm stuck revising  oh knows
0,@lizziedr JUST THE VOICE!!! 
0,@solangeknowles 
0,@rainbowbtrfly nope was here at lunch hour like u then left n didn't cm back since 
0,http://twitpic.com/7gcd8 - buy buy money  all gone to the the puppie
1,at shirly's 
1,@kristin_mancuso was it pink 
1,Just woke up from a good nap  time to go for a walk.
1,@ chuck.E.cheese's where a kid can be a kid 
1,"@jeffswarens Yeah, some people just have a strange sense of love don't they?  How's your Monday been?"
0,@ddlovato exactly what i fear of 
1,@Dojie what like the right mirror or lamps and pictures on walls.lol  xoxo
0,"trying to surf with a live cd of kde 4.0, but it only has konqueror,so gmail chat is not supported "
1,@MoocherGirl I'm amazed how popular it's become lately. It really is a good name  #notbiasedatall
1,"First, get the team together.  Then, get the music out there.  Then?  enjoy seeing all of you be blessed by my gift!  In that order!  "
1,@dailycoyote That sucks and was really rude of them. I hope you gave that out-of-towner a hard time or had Charlie growl at him. 
